segment,day,period,sample_size,travel_time,speed
Lamar_Blue_Bonnet$lamar_oltorf,6,pm_off,286,51.38811189,32.68531469
Lamar_Blue_Bonnet$lamar_oltorf,6,pm_peak,672,59.02827381,29.04613095
lamar_braker$lamar_parmer,0,am_off,47,171.6595745,40.34042553
lamar_braker$lamar_parmer,0,am_peak,183,232.9016393,33.36612022
lamar_braker$lamar_parmer,0,mid-day,525,203.952381,34.09714286
lamar_braker$lamar_parmer,0,pm_off,191,186.591623,37.31937173
lamar_braker$lamar_parmer,0,pm_peak,380,222.4315789,32.74210526
lamar_braker$lamar_parmer,1,am_off,42,226.1428571,35.95238095
lamar_braker$lamar_parmer,1,am_peak,268,197,35.67910448
lamar_braker$lamar_parmer,1,mid-day,530,202.6132075,34.47924528
lamar_braker$lamar_parmer,1,pm_off,197,194.7817259,35.78172589
lamar_braker$lamar_parmer,1,pm_peak,451,257.1884701,29.33259424
lamar_braker$lamar_parmer,2,am_off,52,214.9807692,37.46153846
lamar_braker$lamar_parmer,2,am_peak,228,217.1666667,33.62719298
lamar_braker$lamar_parmer,2,mid-day,426,211.5375587,33.84741784
lamar_braker$lamar_parmer,2,pm_off,161,206.9689441,36.67080745
lamar_braker$lamar_parmer,2,pm_peak,340,232.45,31.11470588
lamar_braker$lamar_parmer,3,am_off,32,184,38.53125
lamar_braker$lamar_parmer,3,am_peak,212,216.3632075,33.72169811
lamar_braker$lamar_parmer,3,mid-day,370,200.9783784,34.45135135
lamar_braker$lamar_parmer,3,pm_off,169,202.1183432,34.78698225
lamar_braker$lamar_parmer,3,pm_peak,332,238.3192771,31.29518072
lamar_braker$lamar_parmer,4,am_off,44,194.4090909,37.84090909
lamar_braker$lamar_parmer,4,am_peak,220,199.2409091,35.26363636
lamar_braker$lamar_parmer,4,mid-day,454,235.0969163,32.25991189
lamar_braker$lamar_parmer,4,pm_off,217,196.8018433,35.40092166
lamar_braker$lamar_parmer,4,pm_peak,310,221.2129032,32.98387097
lamar_braker$lamar_parmer,5,am_off,65,182.5230769,39.09230769
lamar_braker$lamar_parmer,5,am_peak,154,201.3571429,37.09090909
lamar_braker$lamar_parmer,5,mid-day,476,212.052521,32.87815126
lamar_braker$lamar_parmer,5,pm_off,181,196.5524862,35.4198895
lamar_braker$lamar_parmer,5,pm_peak,309,201.579288,33.98381877
lamar_braker$lamar_parmer,6,am_off,82,193.0853659,37.75609756
lamar_braker$lamar_parmer,6,am_peak,123,176.601626,39.25203252
lamar_braker$lamar_parmer,6,mid-day,538,203.0446097,34.02788104
lamar_braker$lamar_parmer,6,pm_off,191,195.5026178,35.76439791
lamar_braker$lamar_parmer,6,pm_peak,357,193.7394958,35.45658263
Lamar_BrodieOaks$lamar_24th,0,am_peak,23,1273.304348,15.69565217
Lamar_BrodieOaks$lamar_24th,0,mid-day,20,1148.05,20.35
Lamar_BrodieOaks$lamar_24th,0,pm_off,3,747,23.33333333
Lamar_BrodieOaks$lamar_24th,0,pm_peak,11,740.7272727,23.90909091
Lamar_BrodieOaks$lamar_24th,1,am_peak,34,1307.5,15.11764706
Lamar_BrodieOaks$lamar_24th,1,mid-day,29,970.9310345,20.10344828
Lamar_BrodieOaks$lamar_24th,1,pm_off,3,2097.666667,14
Lamar_BrodieOaks$lamar_24th,1,pm_peak,33,986.3636364,20.03030303
Lamar_BrodieOaks$lamar_24th,2,am_peak,40,1444.6,15
Lamar_BrodieOaks$lamar_24th,2,mid-day,31,957.9354839,20.35483871
Lamar_BrodieOaks$lamar_24th,2,pm_off,6,754.6666667,23.66666667
Lamar_BrodieOaks$lamar_24th,2,pm_peak,25,1150.08,17.64
Lamar_BrodieOaks$lamar_24th,3,am_peak,22,1099.5,17.18181818
Lamar_BrodieOaks$lamar_24th,3,mid-day,24,1065.625,18.83333333
Lamar_BrodieOaks$lamar_24th,3,pm_peak,22,1266.863636,16.63636364
Lamar_BrodieOaks$lamar_24th,4,am_peak,16,817.875,22.0625
Lamar_BrodieOaks$lamar_24th,4,mid-day,31,1093.096774,18.22580645
Lamar_BrodieOaks$lamar_24th,4,pm_off,1,1385,13
Lamar_BrodieOaks$lamar_24th,4,pm_peak,12,1140.25,16.66666667
Lamar_BrodieOaks$lamar_24th,5,mid-day,10,1111,17.8
Lamar_BrodieOaks$lamar_24th,5,pm_off,2,599,29
Lamar_BrodieOaks$lamar_24th,5,pm_peak,4,1414,13.25
Lamar_BrodieOaks$lamar_24th,6,mid-day,9,888.3333333,20.66666667
Lamar_BrodieOaks$lamar_24th,6,pm_off,1,680,25
Lamar_BrodieOaks$lamar_24th,6,pm_peak,17,868.8823529,24.23529412
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,0,am_off,10,90,35.8
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,0,am_peak,307,106.4104235,30.80130293
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,0,mid-day,572,104.6573427,31.70104895
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,0,pm_off,130,94.75384615,34.40769231
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,0,pm_peak,381,115.2965879,28.08923885
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,1,am_off,15,89,36.93333333
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,1,am_peak,367,125.4141689,27.91553134
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,1,mid-day,700,99.52857143,32.61428571
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,1,pm_off,202,98.83663366,32.90594059
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,1,pm_peak,495,115.769697,28.00606061
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,2,am_off,13,93,34.69230769
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,2,am_peak,426,111.8685446,29.842723
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,2,mid-day,599,98.92654424,33.01669449
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,2,pm_off,169,103.1183432,31.70414201
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,2,pm_peak,372,116.922043,27.7688172
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,3,am_off,16,89.6875,36.5
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,3,am_peak,341,119.4750733,29.17595308
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,3,mid-day,567,123.313933,30.03880071
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,3,pm_off,166,109.186747,31.72891566
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,3,pm_peak,401,124.1571072,26.24937656
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,4,am_off,17,84.41176471,37.94117647
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,4,am_peak,289,109.3979239,29.69896194
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,4,mid-day,675,101.92,32.32592593
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,4,pm_off,173,112.3641618,29.53757225
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,4,pm_peak,331,120.9335347,26.50151057
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,5,am_off,28,96.60714286,34.64285714
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,5,am_peak,89,103.1797753,31.94382022
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,5,mid-day,464,118.8556034,27.56896552
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,5,pm_off,163,105.9877301,30.76687117
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,5,pm_peak,252,116.1904762,28.05952381
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,6,am_off,35,93.42857143,34.4
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,6,am_peak,55,101.6909091,32.52727273
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,6,mid-day,505,114.9366337,28.56435644
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,6,pm_off,137,104.8467153,31.90510949
Lamar_BrodieOaks$Lamar_and_Manchca_Barton_skyway,6,pm_peak,326,110.5276074,29.5398773
Lamar_BrodieOaks$lamar_barton_springs,0,am_off,2,394,26.5
Lamar_BrodieOaks$lamar_barton_springs,0,am_peak,136,562.2352941,22.13235294
Lamar_BrodieOaks$lamar_barton_springs,0,mid-day,186,675.8924731,21.17741935
Lamar_BrodieOaks$lamar_barton_springs,0,pm_off,30,522.3333333,24.7
Lamar_BrodieOaks$lamar_barton_springs,0,pm_peak,107,540.2990654,24.09345794
Lamar_BrodieOaks$lamar_barton_springs,1,am_off,5,525,26.4
Lamar_BrodieOaks$lamar_barton_springs,1,am_peak,123,770.6422764,18.47154472
Lamar_BrodieOaks$lamar_barton_springs,1,mid-day,183,526.9234973,24.39344262
Lamar_BrodieOaks$lamar_barton_springs,1,pm_off,55,468.0363636,26.6
Lamar_BrodieOaks$lamar_barton_springs,1,pm_peak,132,524.780303,22.66666667
Lamar_BrodieOaks$lamar_barton_springs,2,am_off,1,304,33
Lamar_BrodieOaks$lamar_barton_springs,2,am_peak,144,588.9861111,20.31944444
Lamar_BrodieOaks$lamar_barton_springs,2,mid-day,209,457.7607656,25.97607656
Lamar_BrodieOaks$lamar_barton_springs,2,pm_off,44,510.6136364,25.97727273
Lamar_BrodieOaks$lamar_barton_springs,2,pm_peak,123,465.203252,24.17886179
Lamar_BrodieOaks$lamar_barton_springs,3,am_off,7,497.4285714,32.57142857
Lamar_BrodieOaks$lamar_barton_springs,3,am_peak,138,622.9275362,20.11594203
Lamar_BrodieOaks$lamar_barton_springs,3,mid-day,178,665.1797753,20.76404494
Lamar_BrodieOaks$lamar_barton_springs,3,pm_off,55,466.0363636,25.27272727
Lamar_BrodieOaks$lamar_barton_springs,3,pm_peak,112,601.6785714,21.82142857
Lamar_BrodieOaks$lamar_barton_springs,4,am_off,6,347.6666667,30.66666667
Lamar_BrodieOaks$lamar_barton_springs,4,am_peak,113,393.9115044,26.97345133
Lamar_BrodieOaks$lamar_barton_springs,4,mid-day,224,538.03125,22.67410714
Lamar_BrodieOaks$lamar_barton_springs,4,pm_off,54,497.6111111,23.96296296
Lamar_BrodieOaks$lamar_barton_springs,4,pm_peak,98,481.1938776,22.81632653
Lamar_BrodieOaks$lamar_barton_springs,5,am_off,7,583.2857143,24.57142857
Lamar_BrodieOaks$lamar_barton_springs,5,am_peak,27,754.8888889,20.11111111
Lamar_BrodieOaks$lamar_barton_springs,5,mid-day,139,769.4100719,16.96402878
Lamar_BrodieOaks$lamar_barton_springs,5,pm_off,45,428.1111111,27.22222222
Lamar_BrodieOaks$lamar_barton_springs,5,pm_peak,88,524.2727273,23.96590909
Lamar_BrodieOaks$lamar_barton_springs,6,am_off,14,304.7857143,33.85714286
Lamar_BrodieOaks$lamar_barton_springs,6,am_peak,7,537.5714286,26.42857143
Lamar_BrodieOaks$lamar_barton_springs,6,mid-day,153,644.5620915,21.1372549
Lamar_BrodieOaks$lamar_barton_springs,6,pm_off,45,557.4444444,24.37777778
Lamar_BrodieOaks$lamar_barton_springs,6,pm_peak,90,510.3333333,24.82222222
Lamar_BrodieOaks$lamar_oltorf,0,am_off,5,183.4,33.2
Lamar_BrodieOaks$lamar_oltorf,0,am_peak,215,236.3674419,27.23255814
Lamar_BrodieOaks$lamar_oltorf,0,mid-day,311,238.2572347,27.42122186
Lamar_BrodieOaks$lamar_oltorf,0,pm_off,79,231.1265823,30.08860759
Lamar_BrodieOaks$lamar_oltorf,0,pm_peak,219,248.1324201,26.37899543
Lamar_BrodieOaks$lamar_oltorf,1,am_off,13,212.2307692,37.30769231
Lamar_BrodieOaks$lamar_oltorf,1,am_peak,248,282.858871,25.07258065
Lamar_BrodieOaks$lamar_oltorf,1,mid-day,370,228.7297297,28.14054054
Lamar_BrodieOaks$lamar_oltorf,1,pm_off,137,228.8029197,28.62773723
Lamar_BrodieOaks$lamar_oltorf,1,pm_peak,284,243.5774648,25.08450704
Lamar_BrodieOaks$lamar_oltorf,2,am_off,7,258.5714286,32.57142857
Lamar_BrodieOaks$lamar_oltorf,2,am_peak,252,238.0674603,26.62698413
Lamar_BrodieOaks$lamar_oltorf,2,mid-day,329,207.212766,29.83586626
Lamar_BrodieOaks$lamar_oltorf,2,pm_off,83,212.5783133,29.8313253
Lamar_BrodieOaks$lamar_oltorf,2,pm_peak,221,239.638009,25.28959276
Lamar_BrodieOaks$lamar_oltorf,3,am_off,9,174.7777778,34.77777778
Lamar_BrodieOaks$lamar_oltorf,3,am_peak,238,255.7226891,25.32352941
Lamar_BrodieOaks$lamar_oltorf,3,mid-day,289,279.9515571,26.65397924
Lamar_BrodieOaks$lamar_oltorf,3,pm_off,101,229.4653465,27.74257426
Lamar_BrodieOaks$lamar_oltorf,3,pm_peak,223,257.0358744,23.96412556
Lamar_BrodieOaks$lamar_oltorf,4,am_off,8,330.5,29.875
Lamar_BrodieOaks$lamar_oltorf,4,am_peak,202,207.1980198,29.10891089
Lamar_BrodieOaks$lamar_oltorf,4,mid-day,387,214.6614987,28.96899225
Lamar_BrodieOaks$lamar_oltorf,4,pm_off,101,223.3762376,27.82178218
Lamar_BrodieOaks$lamar_oltorf,4,pm_peak,187,253.2085561,23.98395722
Lamar_BrodieOaks$lamar_oltorf,5,am_off,16,196.1875,32.125
Lamar_BrodieOaks$lamar_oltorf,5,am_peak,42,247.6904762,27.71428571
Lamar_BrodieOaks$lamar_oltorf,5,mid-day,235,251.1489362,24.75744681
Lamar_BrodieOaks$lamar_oltorf,5,pm_off,91,227.1538462,28.56043956
Lamar_BrodieOaks$lamar_oltorf,5,pm_peak,160,235.74375,27.125
Lamar_BrodieOaks$lamar_oltorf,6,am_off,25,173.84,34.68
Lamar_BrodieOaks$lamar_oltorf,6,am_peak,35,185.8285714,32.28571429
Lamar_BrodieOaks$lamar_oltorf,6,mid-day,286,228.534965,26.49300699
Lamar_BrodieOaks$lamar_oltorf,6,pm_off,81,297.9012346,27
Lamar_BrodieOaks$lamar_oltorf,6,pm_peak,184,211.125,28.625
lamar_koenig$lamar_airport,0,am_off,55,105.0181818,35.14545455
lamar_koenig$lamar_airport,0,am_peak,181,124.6906077,29.07734807
lamar_koenig$lamar_airport,0,mid-day,583,131.7993139,27.61406518
lamar_koenig$lamar_airport,0,pm_off,173,109.132948,31.47398844
lamar_koenig$lamar_airport,0,pm_peak,330,193.2848485,21.66666667
lamar_koenig$lamar_airport,1,am_off,42,106.6428571,33.33333333
lamar_koenig$lamar_airport,1,am_peak,248,134.2056452,27.42741935
lamar_koenig$lamar_airport,1,mid-day,647,140.61051,26.31684699
lamar_koenig$lamar_airport,1,pm_off,240,114.575,29.95416667
lamar_koenig$lamar_airport,1,pm_peak,429,232.1002331,19.07226107
lamar_koenig$lamar_airport,2,am_off,48,100.2916667,34.25
lamar_koenig$lamar_airport,2,am_peak,161,132.1304348,28.17391304
lamar_koenig$lamar_airport,2,mid-day,506,144.4288538,25.78853755
lamar_koenig$lamar_airport,2,pm_off,190,116.3578947,29.67894737
lamar_koenig$lamar_airport,2,pm_peak,359,219.0696379,19.55431755
lamar_koenig$lamar_airport,3,am_off,55,94.03636364,36.16363636
lamar_koenig$lamar_airport,3,am_peak,180,132.3,27.3
lamar_koenig$lamar_airport,3,mid-day,515,136.6621359,26.85825243
lamar_koenig$lamar_airport,3,pm_off,187,121.2834225,28.56684492
lamar_koenig$lamar_airport,3,pm_peak,374,199.1149733,21.22994652
lamar_koenig$lamar_airport,4,am_off,60,105.4666667,34.68333333
lamar_koenig$lamar_airport,4,am_peak,185,135.8,27.03783784
lamar_koenig$lamar_airport,4,mid-day,496,144.6834677,25.86895161
lamar_koenig$lamar_airport,4,pm_off,217,120.5069124,28.64516129
lamar_koenig$lamar_airport,4,pm_peak,344,182.744186,22.31104651
lamar_koenig$lamar_airport,5,am_off,71,98.1971831,35.11267606
lamar_koenig$lamar_airport,5,am_peak,86,109.2790698,33.6744186
lamar_koenig$lamar_airport,5,mid-day,433,121.9699769,29.46189376
lamar_koenig$lamar_airport,5,pm_off,175,124.0114286,28.41142857
lamar_koenig$lamar_airport,5,pm_peak,297,130.4781145,28.15151515
lamar_koenig$lamar_airport,6,am_off,109,99.9266055,34.14678899
lamar_koenig$lamar_airport,6,am_peak,66,102.3939394,33.86363636
lamar_koenig$lamar_airport,6,mid-day,404,105.8341584,32.62623762
lamar_koenig$lamar_airport,6,pm_off,189,117.8624339,29.24338624
lamar_koenig$lamar_airport,6,pm_peak,288,106.7395833,32.23263889
lamar_lamar_square$lamar_barton_springs,0,am_off,85,56.29411765,35.17647059
lamar_lamar_square$lamar_barton_springs,0,am_peak,535,131.9140187,20.97383178
lamar_lamar_square$lamar_barton_springs,0,mid-day,885,74.91638418,26.95932203
lamar_lamar_square$lamar_barton_springs,0,pm_off,275,67.05454545,29.63272727
lamar_lamar_square$lamar_barton_springs,0,pm_peak,551,74.28493648,27.13974592
lamar_lamar_square$lamar_barton_springs,1,am_off,70,58.55714286,35.81428571
lamar_lamar_square$lamar_barton_springs,1,am_peak,529,184.7088847,17.27599244
lamar_lamar_square$lamar_barton_springs,1,mid-day,834,82.77697842,24.60551559
lamar_lamar_square$lamar_barton_springs,1,pm_off,228,67.15350877,29.53508772
lamar_lamar_square$lamar_barton_springs,1,pm_peak,462,99.15367965,23.64718615
lamar_lamar_square$lamar_barton_springs,2,am_off,40,54.45,35.8
lamar_lamar_square$lamar_barton_springs,2,am_peak,503,180.7872763,17.26242545
lamar_lamar_square$lamar_barton_springs,2,mid-day,843,90.08896797,23.71055753
lamar_lamar_square$lamar_barton_springs,2,pm_off,274,73.18978102,27.5729927
lamar_lamar_square$lamar_barton_springs,2,pm_peak,515,80.1961165,25.58834951
lamar_lamar_square$lamar_barton_springs,3,am_off,75,54.69333333,35.88
lamar_lamar_square$lamar_barton_springs,3,am_peak,545,177.4513761,17.08440367
lamar_lamar_square$lamar_barton_springs,3,mid-day,822,79.04622871,25.62530414
lamar_lamar_square$lamar_barton_springs,3,pm_off,277,72.4801444,27.6967509
lamar_lamar_square$lamar_barton_springs,3,pm_peak,486,76.59465021,26.5781893
lamar_lamar_square$lamar_barton_springs,4,am_off,83,57.27710843,34.55421687
lamar_lamar_square$lamar_barton_springs,4,am_peak,512,84.65429688,25.46484375
lamar_lamar_square$lamar_barton_springs,4,mid-day,915,118.3967213,20.4863388
lamar_lamar_square$lamar_barton_springs,4,pm_off,307,75.21172638,26.85993485
lamar_lamar_square$lamar_barton_springs,4,pm_peak,489,85.8609407,24.48261759
lamar_lamar_square$lamar_barton_springs,5,am_off,110,61.81818182,32.08181818
lamar_lamar_square$lamar_barton_springs,5,am_peak,208,65.67307692,30.14423077
lamar_lamar_square$lamar_barton_springs,5,mid-day,719,141.2670376,17.6077886
lamar_lamar_square$lamar_barton_springs,5,pm_off,340,73.50882353,27.32058824
lamar_lamar_square$lamar_barton_springs,5,pm_peak,442,88.6199095,23.24886878
lamar_lamar_square$lamar_barton_springs,6,am_off,162,57.35185185,34.27160494
lamar_lamar_square$lamar_barton_springs,6,am_peak,190,61.13157895,32.09473684
lamar_lamar_square$lamar_barton_springs,6,mid-day,797,84.46047679,24.5608532
lamar_lamar_square$lamar_barton_springs,6,pm_off,266,67.17669173,29.67293233
lamar_lamar_square$lamar_barton_springs,6,pm_peak,488,75.14754098,26.79713115
lamar_mlk$lamar_24th,0,am_off,70,38.38571429,34.41428571
lamar_mlk$lamar_24th,0,am_peak,394,45.76649746,29.81979695
lamar_mlk$lamar_24th,0,mid-day,1052,46.4486692,29.17395437
lamar_mlk$lamar_24th,0,pm_off,297,40.90909091,32.59259259
lamar_mlk$lamar_24th,0,pm_peak,985,71.21928934,22.36954315
lamar_mlk$lamar_24th,1,am_off,47,40.44680851,32.91489362
lamar_mlk$lamar_24th,1,am_peak,460,46.20217391,29.58043478
lamar_mlk$lamar_24th,1,mid-day,1282,47.96957878,28.42979719
lamar_mlk$lamar_24th,1,pm_off,345,39.97681159,33.17681159
lamar_mlk$lamar_24th,1,pm_peak,1084,84.80350554,19.32287823
lamar_mlk$lamar_24th,2,am_off,49,37.97959184,34.73469388
lamar_mlk$lamar_24th,2,am_peak,421,47.84085511,28.6128266
lamar_mlk$lamar_24th,2,mid-day,1021,48.62781587,28.09598433
lamar_mlk$lamar_24th,2,pm_off,306,40.29084967,32.82352941
lamar_mlk$lamar_24th,2,pm_peak,905,83.26850829,19.15359116
lamar_mlk$lamar_24th,3,am_off,79,38.46835443,34.16455696
lamar_mlk$lamar_24th,3,am_peak,403,48.6674938,28.17121588
lamar_mlk$lamar_24th,3,mid-day,935,48.36684492,28.13582888
lamar_mlk$lamar_24th,3,pm_off,332,42.0813253,31.72289157
lamar_mlk$lamar_24th,3,pm_peak,902,76.89467849,20.49667406
lamar_mlk$lamar_24th,4,am_off,95,39.31578947,33.61052632
lamar_mlk$lamar_24th,4,am_peak,358,46.60335196,29.38268156
lamar_mlk$lamar_24th,4,mid-day,1134,54.9382716,26.04409171
lamar_mlk$lamar_24th,4,pm_off,367,43.60217984,31.08446866
lamar_mlk$lamar_24th,4,pm_peak,800,77.11,20.705
lamar_mlk$lamar_24th,5,am_off,152,38.25657895,34.36842105
lamar_mlk$lamar_24th,5,am_peak,121,39.19008264,33.89256198
lamar_mlk$lamar_24th,5,mid-day,796,47.17211055,28.80150754
lamar_mlk$lamar_24th,5,pm_off,346,42.08959538,31.71387283
lamar_mlk$lamar_24th,5,pm_peak,455,45.04395604,29.64835165
lamar_mlk$lamar_24th,6,am_off,200,39.37,33.55
lamar_mlk$lamar_24th,6,am_peak,86,38.51162791,34.30232558
lamar_mlk$lamar_24th,6,mid-day,807,44.12887237,30.5291202
lamar_mlk$lamar_24th,6,pm_off,329,40.7781155,32.59270517
lamar_mlk$lamar_24th,6,pm_peak,525,42.89142857,31.11809524
lamar_morrow$lamar_payton_gin,0,am_off,35,123.4,42.08571429
lamar_morrow$lamar_payton_gin,0,am_peak,120,114.7916667,41.525
lamar_morrow$lamar_payton_gin,0,mid-day,473,120.0295983,40.19027484
lamar_morrow$lamar_payton_gin,0,pm_off,160,112.38125,42.2625
lamar_morrow$lamar_payton_gin,0,pm_peak,398,131.258794,37.3241206
lamar_morrow$lamar_payton_gin,1,am_off,12,114,41.66666667
lamar_morrow$lamar_payton_gin,1,am_peak,159,122.0125786,40.14465409
lamar_morrow$lamar_payton_gin,1,mid-day,505,120.7326733,39.7980198
lamar_morrow$lamar_payton_gin,1,pm_off,168,116.077381,42.05952381
lamar_morrow$lamar_payton_gin,1,pm_peak,460,135.4673913,36.51956522
lamar_morrow$lamar_payton_gin,2,am_off,18,120.8333333,40.66666667
lamar_morrow$lamar_payton_gin,2,am_peak,131,126.259542,41.26717557
lamar_morrow$lamar_payton_gin,2,mid-day,372,117.5833333,40.65322581
lamar_morrow$lamar_payton_gin,2,pm_off,163,118.1288344,41.43558282
lamar_morrow$lamar_payton_gin,2,pm_peak,351,126.991453,38.44159544
lamar_morrow$lamar_payton_gin,3,am_off,35,112.4571429,42.48571429
lamar_morrow$lamar_payton_gin,3,am_peak,117,124.5982906,39.43589744
lamar_morrow$lamar_payton_gin,3,mid-day,431,122.4849188,39.93967517
lamar_morrow$lamar_payton_gin,3,pm_off,141,115.6028369,41.80141844
lamar_morrow$lamar_payton_gin,3,pm_peak,372,125.0430108,38.52956989
lamar_morrow$lamar_payton_gin,4,am_off,29,114.4482759,41.82758621
lamar_morrow$lamar_payton_gin,4,am_peak,106,117.7169811,40.61320755
lamar_morrow$lamar_payton_gin,4,mid-day,397,119.5214106,40.67758186
lamar_morrow$lamar_payton_gin,4,pm_off,183,117.136612,40.67213115
lamar_morrow$lamar_payton_gin,4,pm_peak,324,125.0123457,38.56790123
lamar_morrow$lamar_payton_gin,5,am_off,52,112.25,43.01923077
lamar_morrow$lamar_payton_gin,5,am_peak,68,131.0735294,41.27941176
lamar_morrow$lamar_payton_gin,5,mid-day,352,120.7443182,40.16193182
lamar_morrow$lamar_payton_gin,5,pm_off,142,124.971831,40.95774648
lamar_morrow$lamar_payton_gin,5,pm_peak,220,120.3590909,40.16363636
lamar_morrow$lamar_payton_gin,6,am_off,78,113.3205128,42.96153846
lamar_morrow$lamar_payton_gin,6,am_peak,53,144.0943396,40.20754717
lamar_morrow$lamar_payton_gin,6,mid-day,347,115.9913545,41.23631124
lamar_morrow$lamar_payton_gin,6,pm_off,137,114.0145985,42.00729927
lamar_morrow$lamar_payton_gin,6,pm_peak,233,114.0729614,41.86266094
lamar_oltorf$lamar_barton_springs,0,am_off,60,115.5,36.68333333
lamar_oltorf$lamar_barton_springs,0,am_peak,459,260.5446623,22.58169935
lamar_oltorf$lamar_barton_springs,0,mid-day,733,155.5702592,27.99181446
lamar_oltorf$lamar_barton_springs,0,pm_off,191,133.6335079,31.31413613
lamar_oltorf$lamar_barton_springs,0,pm_peak,432,148.8310185,28.69907407
lamar_oltorf$lamar_barton_springs,1,am_off,54,107.7962963,39.01851852
lamar_oltorf$lamar_barton_springs,1,am_peak,440,368.8386364,18.875
lamar_oltorf$lamar_barton_springs,1,mid-day,611,164.0785597,26.12274959
lamar_oltorf$lamar_barton_springs,1,pm_off,175,140.6742857,30.30285714
lamar_oltorf$lamar_barton_springs,1,pm_peak,397,179.0906801,25.53904282
lamar_oltorf$lamar_barton_springs,2,am_off,33,125.5151515,36.03030303
lamar_oltorf$lamar_barton_springs,2,am_peak,395,314.1291139,19.67341772
lamar_oltorf$lamar_barton_springs,2,mid-day,622,167.1688103,26.0659164
lamar_oltorf$lamar_barton_springs,2,pm_off,185,147.0378378,28.74054054
lamar_oltorf$lamar_barton_springs,2,pm_peak,411,164.2262774,26.91240876
lamar_oltorf$lamar_barton_springs,3,am_off,53,120.9622642,36.47169811
lamar_oltorf$lamar_barton_springs,3,am_peak,448,301.953125,20.05803571
lamar_oltorf$lamar_barton_springs,3,mid-day,602,158.2192691,26.9269103
lamar_oltorf$lamar_barton_springs,3,pm_off,225,150.2088889,28.37333333
lamar_oltorf$lamar_barton_springs,3,pm_peak,391,155.42711,27.64194373
lamar_oltorf$lamar_barton_springs,4,am_off,48,126.0833333,34.58333333
lamar_oltorf$lamar_barton_springs,4,am_peak,409,166.5501222,27.12713936
lamar_oltorf$lamar_barton_springs,4,mid-day,707,202.9844413,22.83168317
lamar_oltorf$lamar_barton_springs,4,pm_off,217,152.2488479,27.62211982
lamar_oltorf$lamar_barton_springs,4,pm_peak,398,170.9974874,25.7361809
lamar_oltorf$lamar_barton_springs,5,am_off,65,148.6,31.46153846
lamar_oltorf$lamar_barton_springs,5,am_peak,176,156.4147727,30.19886364
lamar_oltorf$lamar_barton_springs,5,mid-day,555,245.2144144,19.86486486
lamar_oltorf$lamar_barton_springs,5,pm_off,249,145.2329317,28.99196787
lamar_oltorf$lamar_barton_springs,5,pm_peak,367,168.9264305,25.40054496
lamar_oltorf$lamar_barton_springs,6,am_off,124,122.7983871,34.38709677
lamar_oltorf$lamar_barton_springs,6,am_peak,140,130.6928571,32.65
lamar_oltorf$lamar_barton_springs,6,mid-day,635,163.6456693,26.26929134
lamar_oltorf$lamar_barton_springs,6,pm_off,187,140.7005348,31.01604278
lamar_oltorf$lamar_barton_springs,6,pm_peak,390,148.4153846,28.63076923
lamar_oltorf$lamar_lamar_square,0,am_off,67,59.11940299,38.46268657
lamar_oltorf$lamar_lamar_square,0,am_peak,566,98.50353357,29.61837456
lamar_oltorf$lamar_lamar_square,0,mid-day,882,73.25623583,31.07142857
